"NACE.Rev..2.Code level","NACE.Rev..2.1.Code level","NACE.Rev..2.Code","NACE.Rev..2.1.Code","N of NACE.Rev..2.Code level 1 values","N of NACE.Rev..2.Code level 2 values","N of NACE.Rev..2.Code level 3 values","N of NACE.Rev..2.Code level 4 values","N of NACE.Rev..2.1.Code level 1 values","N of NACE.Rev..2.1.Code level 2 values","N of NACE.Rev..2.1.Code level 3 values","N of NACE.Rev..2.1.Code level 4 values"
"4","3","07.29","07.2","1","1","1","1","1","1","1","1"
"4","3","43.12","08.1","1","1","1","1","1","1","1","2"
"4","3","08.11","08.1","1","1","1","1","1","1","1","1"
"4","3","08.12","08.1","1","1","1","1","1","1","1","1"
"4","3","43.12","08.9","1","1","1","1","1","1","1","4"
"4","3","08.91","08.9","1","1","1","1","1","1","1","1"
"4","3","08.92","08.9","1","1","1","1","1","1","1","1"
"4","3","08.93","08.9","1","1","1","1","1","1","1","1"
"4","3","08.99","08.9","1","1","1","1","1","1","1","1"
"4","3","09.10","09.1","1","1","1","1","1","1","1","1"
"4","3","09.90","09.9","1","1","1","1","1","1","1","1"
"4","3","43.12","09.9","1","1","1","1","1","1","1","1"
"4","3","10.11","10.1","1","1","1","1","1","1","1","1"
"4","3","10.12","10.1","1","1","1","1","1","1","1","1"
"4","3","10.13","10.1","1","1","1","1","1","1","1","1"
"4","3","10.20","10.2","1","1","1","1","1","1","1","1"
"4","3","10.31","10.3","1","1","1","1","1","1","1","1"
"4","3","10.32","10.3","1","1","1","1","1","1","1","1"
"4","3","10.39","10.3","1","1","1","1","1","1","1","1"
"4","3","10.41","10.4","1","1","1","1","1","1","1","1"
"4","3","10.42","10.4","1","1","1","1","1","1","1","1"
"4","3","10.51","10.5","1","1","1","1","1","1","1","1"
"4","3","10.52","10.5","1","1","1","1","1","1","1","1"
"4","3","10.61","10.6","1","1","1","1","1","1","1","1"
"4","3","10.86","10.6","1","1","1","1","1","1","1","2"
"4","3","10.62","10.6","1","1","1","1","1","1","1","1"
"4","3","10.86","10.7","1","1","1","1","1","1","1","3"
"4","3","10.71","10.7","1","1","1","1","1","1","1","2"
"4","3","10.72","10.7","1","1","1","1","1","1","1","1"
"4","3","10.73","10.7","1","1","1","1","1","1","1","1"
"4","3","10.81","10.8","1","1","1","1","1","1","1","1"
"4","3","10.82","10.8","1","1","1","1","1","1","1","1"
"4","3","10.83","10.8","1","1","1","1","1","1","1","1"
"4","3","10.84","10.8","1","1","1","1","1","1","1","1"
"4","3","10.85","10.8","1","1","1","1","1","1","1","1"
"4","3","10.86","10.8","1","1","1","1","1","1","1","1"
"4","3","10.89","10.8","1","1","1","1","1","1","1","1"
"4","3","10.91","10.9","1","1","1","1","1","1","1","1"
"4","3","10.92","10.9","1","1","1","1","1","1","1","1"
"4","3","11.01","11.0","1","1","1","1","1","1","1","1"
"4","3","11.02","11.0","1","1","1","1","1","1","1","1"
"4","3","11.03","11.0","1","1","1","1","1","1","1","1"
"4","3","11.04","11.0","1","1","1","1","1","1","1","1"
"4","3","11.05","11.0","1","1","1","1","1","1","1","1"
"4","3","11.06","11.0","1","1","1","1","1","1","1","1"
"4","3","11.07","11.0","1","1","1","1","1","1","1","1"
"4","3","12.00","12.0","1","1","1","1","1","1","1","1"
"4","3","13.10","13.1","1","1","1","1","1","1","1","1"
"4","3","13.20","13.2","1","1","1","1","1","1","1","1"
"4","3","13.30","13.3","1","1","1","1","1","1","1","1"
"4","3","13.91","13.9","1","1","1","1","1","1","1","1"
"4","3","13.92","13.9","1","1","1","1","1","1","1","2"
"4","3","13.93","13.9","1","1","1","1","1","1","1","1"
"4","3","13.94","13.9","1","1","1","1","1","1","1","1"
"4","3","13.95","13.9","1","1","1","1","1","1","1","1"
"4","3","13.20","13.9","1","1","1","1","1","1","1","1"
"4","3","13.96","13.9","1","1","1","1","1","1","1","1"
"4","3","13.99","13.9","1","1","1","1","1","1","1","1"
"4","3","14.14","14.1","1","1","1","1","1","1","1","1"
"4","3","14.19","14.1","1","1","1","1","1","1","1","1"
"4","3","14.13","14.1","1","1","1","1","1","1","1","1"
"4","3","14.39","14.1","1","1","1","1","1","1","1","1"
"4","3","14.31","14.1","1","1","1","1","1","1","1","1"
"4","3","14.14","14.2","1","1","1","1","1","1","1","2"
"4","3","14.19","14.2","1","1","1","1","1","1","1","3"
"4","3","14.13","14.2","1","1","1","1","1","1","1","1"
"4","3","14.12","14.2","1","1","1","1","1","1","1","1"
"4","3","14.20","14.2","1","1","1","1","1","1","1","1"
"4","3","14.11","14.2","1","1","1","1","1","1","1","1"
"4","3","15.11","15.1","1","1","1","1","1","1","1","1"
"4","3","15.12","15.1","1","1","1","1","1","1","1","1"
"4","3","22.29","15.2","1","1","1","1","1","1","1","1"
"4","3","15.20","15.2","1","1","1","1","1","1","1","1"
"4","3","22.19","15.2","1","1","1","1","1","1","1","1"
"4","3","16.29","15.2","1","1","1","1","1","1","1","1"
"4","3","16.10","16.1","1","1","1","1","1","1","1","2"
"4","3","16.21","16.2","1","1","1","1","1","1","1","2"
"4","3","16.22","16.2","1","1","1","1","1","1","1","2"
"4","3","16.23","16.2","1","1","1","1","1","1","1","3"
"4","3","16.24","16.2","1","1","1","1","1","1","1","2"
"4","3","16.29","16.2","1","1","1","1","1","1","1","3"
"4","3","17.11","17.1","1","1","1","1","1","1","1","1"
"4","3","17.12","17.1","1","1","1","1","1","1","1","1"
"4","3","17.21","17.2","1","1","1","1","1","1","1","1"
"4","3","17.22","17.2","1","1","1","1","1","1","1","1"
"4","3","17.23","17.2","1","1","1","1","1","1","1","1"
"4","3","17.24","17.2","1","1","1","1","1","1","1","1"
"4","3","17.29","17.2","1","1","1","1","1","1","1","1"
"4","3","18.11","18.1","1","1","1","1","1","1","1","1"
"4","3","74.20","18.1","1","1","1","1","1","1","1","1"
"4","3","82.19","18.1","1","1","1","1","1","1","1","1"
"4","3","13.30","18.1","1","1","1","1","1","1","1","1"
"4","3","18.12","18.1","1","1","1","1","1","1","1","1"
"4","3","18.13","18.1","1","1","1","1","1","1","1","1"
"4","3","18.14","18.1","1","1","1","1","1","1","1","1"
"4","3","18.20","18.2","1","1","1","1","1","1","1","1"
"4","3","19.10","19.1","1","1","1","1","1","1","1","1"
"4","3","19.20","19.2","1","1","1","1","1","1","1","1"
"4","3","20.11","20.1","1","1","1","1","1","1","1","1"
"4","3","20.12","20.1","1","1","1","1","1","1","1","1"
"4","3","20.13","20.1","1","1","1","1","1","1","1","1"
"4","3","20.14","20.1","1","1","1","1","1","1","1","1"
"4","3","20.15","20.1","1","1","1","1","1","1","1","1"
"4","3","20.16","20.1","1","1","1","1","1","1","1","1"
"4","3","38.32","20.1","1","1","1","1","1","1","1","1"
"4","3","20.17","20.1","1","1","1","1","1","1","1","1"
"4","3","20.20","20.2","1","1","1","1","1","1","1","1"
"4","3","20.30","20.3","1","1","1","1","1","1","1","1"
"4","3","20.41","20.4","1","1","1","1","1","1","1","1"
"4","3","20.42","20.4","1","1","1","1","1","1","1","1"
"4","3","20.14","20.5","1","1","1","1","1","1","1","1"
"4","3","20.59","20.5","1","1","1","1","1","1","1","2"
"4","3","20.53","20.5","1","1","1","1","1","1","1","1"
"4","3","20.52","20.5","1","1","1","1","1","1","1","1"
"4","3","20.51","20.5","1","1","1","1","1","1","1","1"
"4","3","20.60","20.6","1","1","1","1","1","1","1","1"
"4","3","21.10","21.1","1","1","1","1","1","1","1","1"
"4","3","21.20","21.2","1","1","1","1","1","1","1","1"
"4","3","22.11","22.1","1","1","1","1","1","1","1","1"
"4","3","22.19","22.1","1","1","1","1","1","1","1","1"
"4","3","22.21","22.2","1","1","1","1","1","1","1","2"
"4","3","22.22","22.2","1","1","1","1","1","1","1","2"
"4","3","22.23","22.2","1","1","1","1","1","1","1","3"
"4","3","22.29","22.2","1","1","1","1","1","1","1","2"
"4","3","23.11","23.1","1","1","1","1","1","1","1","1"
"4","3","23.12","23.1","1","1","1","1","1","1","1","1"
"4","3","23.13","23.1","1","1","1","1","1","1","1","1"
"4","3","23.14","23.1","1","1","1","1","1","1","1","1"
"4","3","23.19","23.1","1","1","1","1","1","1","1","1"
"4","3","23.20","23.2","1","1","1","1","1","1","1","1"
"4","3","23.31","23.3","1","1","1","1","1","1","1","1"
"4","3","23.32","23.3","1","1","1","1","1","1","1","1"
"4","3","23.41","23.4","1","1","1","1","1","1","1","1"
"4","3","23.42","23.4","1","1","1","1","1","1","1","1"
"4","3","23.43","23.4","1","1","1","1","1","1","1","1"
"4","3","23.44","23.4","1","1","1","1","1","1","1","1"
"4","3","23.49","23.4","1","1","1","1","1","1","1","1"
"4","3","23.51","23.5","1","1","1","1","1","1","1","1"
"4","3","23.52","23.5","1","1","1","1","1","1","1","1"
"4","3","23.61","23.6","1","1","1","1","1","1","1","1"
"4","3","23.62","23.6","1","1","1","1","1","1","1","1"
"4","3","23.63","23.6","1","1","1","1","1","1","1","1"
"4","3","23.64","23.6","1","1","1","1","1","1","1","1"
"4","3","23.65","23.6","1","1","1","1","1","1","1","1"
"4","3","23.69","23.6","1","1","1","1","1","1","1","1"
"4","3","23.70","23.7","1","1","1","1","1","1","1","1"
"4","3","23.91","23.9","1","1","1","1","1","1","1","1"
"4","3","13.20","23.9","1","1","1","1","1","1","1","1"
"4","3","23.99","23.9","1","1","1","1","1","1","1","1"
"4","3","24.10","24.1","1","1","1","1","1","1","1","1"
"4","3","24.20","24.2","1","1","1","1","1","1","1","1"
"4","3","24.31","24.3","1","1","1","1","1","1","1","1"
"4","3","24.32","24.3","1","1","1","1","1","1","1","1"
"4","3","24.33","24.3","1","1","1","1","1","1","1","1"
"4","3","24.34","24.3","1","1","1","1","1","1","1","1"
"4","3","24.41","24.4","1","1","1","1","1","1","1","1"
"4","3","24.42","24.4","1","1","1","1","1","1","1","1"
"4","3","24.43","24.4","1","1","1","1","1","1","1","1"
"4","3","24.44","24.4","1","1","1","1","1","1","1","1"
"4","3","24.45","24.4","1","1","1","1","1","1","1","1"
"4","3","24.46","24.4","1","1","1","1","1","1","1","1"
"4","3","24.51","24.5","1","1","1","1","1","1","1","1"
"4","3","24.52","24.5","1","1","1","1","1","1","1","1"
"4","3","24.53","24.5","1","1","1","1","1","1","1","2"
"4","3","24.54","24.5","1","1","1","1","1","1","1","1"
"4","3","25.11","25.1","1","1","1","1","1","1","1","1"
"4","3","25.12","25.1","1","1","1","1","1","1","1","1"
"4","3","25.30","25.2","1","1","1","1","1","1","1","1"
"4","3","25.21","25.2","1","1","1","1","1","1","1","1"
"4","3","25.29","25.2","1","1","1","1","1","1","1","1"
"4","3","25.40","25.3","1","1","1","1","1","1","1","1"
"4","3","25.50","25.4","1","1","1","1","1","1","1","1"
"4","3","25.61","25.5","1","1","1","1","1","1","1","3"
"4","3","25.62","25.5","1","1","1","1","1","1","1","1"
"4","3","25.71","25.6","1","1","1","1","1","1","1","1"
"4","3","25.72","25.6","1","1","1","1","1","1","1","1"
"4","3","25.73","25.6","1","1","1","1","1","1","1","1"
"4","3","25.91","25.9","1","1","1","1","1","1","1","1"
"4","3","25.92","25.9","1","1","1","1","1","1","1","1"
"4","3","25.93","25.9","1","1","1","1","1","1","1","1"
"4","3","25.94","25.9","1","1","1","1","1","1","1","1"
"4","3","25.99","25.9","1","1","1","1","1","1","1","1"
"4","3","26.11","26.1","1","1","1","1","1","1","1","1"
"4","3","26.12","26.1","1","1","1","1","1","1","1","1"
"4","3","26.20","26.2","1","1","1","1","1","1","1","1"
"4","3","26.30","26.3","1","1","1","1","1","1","1","1"
"4","3","26.40","26.4","1","1","1","1","1","1","1","1"
"4","3","26.51","26.5","1","1","1","1","1","1","1","1"
"4","3","26.30","26.5","1","1","1","1","1","1","1","1"
"4","3","26.52","26.5","1","1","1","1","1","1","1","1"
"4","3","26.60","26.6","1","1","1","1","1","1","1","1"
"4","3","26.70","26.7","1","1","1","1","1","1","1","1"
"4","3","26.80","26.7","1","1","1","1","1","1","1","1"
"4","3","27.12","27.1","1","1","1","1","1","1","1","2"
"4","3","27.11","27.1","1","1","1","1","1","1","1","1"
"4","3","27.90","27.1","1","1","1","1","1","1","1","1"
"4","3","27.20","27.2","1","1","1","1","1","1","1","1"
"4","3","27.31","27.3","1","1","1","1","1","1","1","1"
"4","3","27.32","27.3","1","1","1","1","1","1","1","1"
"4","3","26.11","27.3","1","1","1","1","1","1","1","1"
"4","3","27.33","27.3","1","1","1","1","1","1","1","1"
"4","3","27.40","27.4","1","1","1","1","1","1","1","1"
"4","3","27.51","27.5","1","1","1","1","1","1","1","1"
"4","3","27.52","27.5","1","1","1","1","1","1","1","1"
"4","3","27.90","27.9","1","1","1","1","1","1","1","1"
"4","3","28.49","27.9","1","1","1","1","1","1","1","1"
"4","3","28.11","28.1","1","1","1","1","1","1","1","1"
"4","3","28.12","28.1","1","1","1","1","1","1","1","1"
"4","3","28.13","28.1","1","1","1","1","1","1","1","1"
"4","3","28.14","28.1","1","1","1","1","1","1","1","1"
"4","3","28.15","28.1","1","1","1","1","1","1","1","1"
"4","3","28.21","28.2","1","1","1","1","1","1","1","1"
"4","3","28.22","28.2","1","1","1","1","1","1","1","1"
"4","3","28.23","28.2","1","1","1","1","1","1","1","1"
"4","3","28.24","28.2","1","1","1","1","1","1","1","1"
"4","3","28.25","28.2","1","1","1","1","1","1","1","1"
"4","3","28.29","28.2","1","1","1","1","1","1","1","1"
"4","3","28.30","28.3","1","1","1","1","1","1","1","1"
"4","3","28.41","28.4","1","1","1","1","1","1","1","1"
"4","3","28.49","28.4","1","1","1","1","1","1","1","1"
"4","3","28.91","28.9","1","1","1","1","1","1","1","1"
"4","3","28.92","28.9","1","1","1","1","1","1","1","1"
"4","3","28.93","28.9","1","1","1","1","1","1","1","1"
"4","3","28.94","28.9","1","1","1","1","1","1","1","1"
"4","3","28.95","28.9","1","1","1","1","1","1","1","1"
"4","3","28.96","28.9","1","1","1","1","1","1","1","1"
"4","3","28.99","28.9","1","1","1","1","1","1","1","2"
"4","3","27.11","29.1","1","1","1","1","1","1","1","1"
"4","3","29.10","29.1","1","1","1","1","1","1","1","1"
"4","3","29.20","29.2","1","1","1","1","1","1","1","1"
"4","3","27.90","29.3","1","1","1","1","1","1","1","1"
"4","3","29.31","29.3","1","1","1","1","1","1","1","1"
"4","3","23.12","29.3","1","1","1","1","1","1","1","1"
"4","3","28.25","29.3","1","1","1","1","1","1","1","1"
"4","3","29.32","29.3","1","1","1","1","1","1","1","1"
"4","3","30.11","30.1","1","1","1","1","1","1","1","2"
"4","3","30.12","30.1","1","1","1","1","1","1","1","1"
"4","3","30.20","30.2","1","1","1","1","1","1","1","1"
"4","3","30.30","30.3","1","1","1","1","1","1","1","2"
"4","3","30.40","30.4","1","1","1","1","1","1","1","1"
"4","3","30.91","30.9","1","1","1","1","1","1","1","2"
"4","3","30.92","30.9","1","1","1","1","1","1","1","1"
"4","3","30.99","30.9","1","1","1","1","1","1","1","1"
"4","3","31.02","31.0","1","1","1","1","1","1","1","1"
"4","3","31.09","31.0","1","1","1","1","1","1","1","1"
"4","3","31.03","31.0","1","1","1","1","1","1","1","1"
"4","3","31.01","31.0","1","1","1","1","1","1","1","1"
"4","3","32.11","32.1","1","1","1","1","1","1","1","1"
"4","3","32.12","32.1","1","1","1","1","1","1","1","1"
"4","3","32.13","32.1","1","1","1","1","1","1","1","1"
"4","3","32.20","32.2","1","1","1","1","1","1","1","1"
"4","3","32.30","32.3","1","1","1","1","1","1","1","1"
"4","3","32.40","32.4","1","1","1","1","1","1","1","1"
"4","3","32.99","32.5","1","1","1","1","1","1","1","1"
"4","3","32.50","32.5","1","1","1","1","1","1","1","1"
"4","3","32.91","32.9","1","1","1","1","1","1","1","1"
"4","3","27.90","32.9","1","1","1","1","1","1","1","1"
"4","3","32.99","32.9","1","1","1","1","1","1","1","1"
"4","3","32.30","32.9","1","1","1","1","1","1","1","1"
"4","3","33.11","33.1","1","1","1","1","1","1","1","2"
"4","3","33.12","33.1","1","1","1","1","1","1","1","2"
"4","3","33.13","33.1","1","1","1","1","1","1","1","1"
"4","3","33.14","33.1","1","1","1","1","1","1","1","1"
"4","3","33.15","33.1","1","1","1","1","1","1","1","2"
"4","3","33.16","33.1","1","1","1","1","1","1","1","2"
"4","3","33.17","33.1","1","1","1","1","1","1","1","1"
"4","3","30.40","33.1","1","1","1","1","1","1","1","1"
"4","3","33.19","33.1","1","1","1","1","1","1","1","1"
"4","3","33.20","33.2","1","1","1","1","1","1","1","1"
"4","3","35.11","35.1","1","1","1","1","1","1","1","2"
"4","3","35.12","35.1","1","1","1","1","1","1","1","1"
"4","3","35.13","35.1","1","1","1","1","1","1","1","1"
"4","3","35.14","35.1","1","1","1","1","1","1","1","2"
"4","3","35.21","35.2","1","1","1","1","1","1","1","1"
"4","3","35.22","35.2","1","1","1","1","1","1","1","1"
"4","3","35.23","35.2","1","1","1","1","1","1","1","1"
"4","3","52.10","35.2","1","1","1","1","1","1","1","1"
"4","3","35.30","35.3","1","1","1","1","1","1","1","1"
"4","3","35.14","35.4","1","1","1","1","1","1","1","1"
"4","3","35.23","35.4","1","1","1","1","1","1","1","1"
"4","3","36.00","36.0","1","1","1","1","1","1","1","1"
"4","3","37.00","37.0","1","1","1","1","1","1","1","1"
"4","3","38.11","38.1","1","1","1","1","1","1","1","1"
"4","3","38.12","38.1","1","1","1","1","1","1","1","1"
"4","3","38.31","38.2","1","1","1","1","1","1","1","1"
"4","3","38.32","38.2","1","1","1","1","1","1","1","1"
"4","3","38.21","38.2","1","1","1","1","1","1","1","2"
"4","3","38.22","38.2","1","1","1","1","1","1","1","2"
"4","3","38.22","38.3","1","1","1","1","1","1","1","3"
"4","3","38.21","38.3","1","1","1","1","1","1","1","3"
"4","3","39.00","39.0","1","1","1","1","1","1","1","1"
"4","3","41.20","41.0","1","1","1","1","1","1","1","1"
"4","3","42.11","42.1","1","1","1","1","1","1","1","1"
"4","3","42.12","42.1","1","1","1","1","1","1","1","1"
"4","3","42.13","42.1","1","1","1","1","1","1","1","1"
"4","3","42.21","42.2","1","1","1","1","1","1","1","1"
"4","3","42.22","42.2","1","1","1","1","1","1","1","1"
"4","3","42.91","42.9","1","1","1","1","1","1","1","1"
"4","3","43.99","42.9","1","1","1","1","1","1","1","1"
"4","3","42.99","42.9","1","1","1","1","1","1","1","1"
"4","3","43.11","43.1","1","1","1","1","1","1","1","1"
"4","3","43.12","43.1","1","1","1","1","1","1","1","1"
"4","3","43.13","43.1","1","1","1","1","1","1","1","1"
"4","3","43.21","43.2","1","1","1","1","1","1","1","1"
"4","3","43.22","43.2","1","1","1","1","1","1","1","1"
"4","3","43.99","43.2","1","1","1","1","1","1","1","2"
"4","3","43.29","43.2","1","1","1","1","1","1","1","2"
"4","3","43.31","43.3","1","1","1","1","1","1","1","1"
"4","3","43.32","43.3","1","1","1","1","1","1","1","1"
"4","3","43.33","43.3","1","1","1","1","1","1","1","1"
"4","3","43.34","43.3","1","1","1","1","1","1","1","1"
"4","3","43.99","43.3","1","1","1","1","1","1","1","1"
"4","3","43.39","43.3","1","1","1","1","1","1","1","1"
"4","3","43.91","43.4","1","1","1","1","1","1","1","1"
"4","3","43.99","43.4","1","1","1","1","1","1","1","1"
"4","3","42.11","43.5","1","1","1","1","1","1","1","1"
"4","3","43.99","43.5","1","1","1","1","1","1","1","1"
"4","3","82.99","43.6","1","1","1","1","1","1","1","1"
"4","3","43.99","43.9","1","1","1","1","1","1","1","2"
"4","3","82.99","46.1","1","1","1","1","1","1","1","9"
"4","3","46.11","46.1","1","1","1","1","1","1","1","1"
"4","3","46.12","46.1","1","1","1","1","1","1","1","1"
"4","3","46.13","46.1","1","1","1","1","1","1","1","1"
"4","3","46.14","46.1","1","1","1","1","1","1","1","1"
"4","3","46.15","46.1","1","1","1","1","1","1","1","1"
"4","3","46.16","46.1","1","1","1","1","1","1","1","1"
"4","3","46.17","46.1","1","1","1","1","1","1","1","1"
"4","3","45.11","46.1","1","1","1","1","1","1","1","1"
"4","3","45.19","46.1","1","1","1","1","1","1","1","1"
"4","3","45.31","46.1","1","1","1","1","1","1","1","1"
"4","3","45.40","46.1","1","1","1","1","1","1","1","1"
"4","3","46.18","46.1","1","1","1","1","1","1","1","1"
"4","3","46.19","46.1","1","1","1","1","1","1","1","1"
"4","3","46.21","46.2","1","1","1","1","1","1","1","1"
"4","3","46.22","46.2","1","1","1","1","1","1","1","1"
"4","3","46.23","46.2","1","1","1","1","1","1","1","1"
"4","3","46.24","46.2","1","1","1","1","1","1","1","1"
"4","3","46.31","46.3","1","1","1","1","1","1","1","1"
"4","3","46.32","46.3","1","1","1","1","1","1","1","1"
"4","3","46.38","46.3","1","1","1","1","1","1","1","2"
"4","3","46.33","46.3","1","1","1","1","1","1","1","1"
"4","3","46.34","46.3","1","1","1","1","1","1","1","1"
"4","3","46.35","46.3","1","1","1","1","1","1","1","1"
"4","3","46.36","46.3","1","1","1","1","1","1","1","1"
"4","3","46.37","46.3","1","1","1","1","1","1","1","1"
"4","3","46.39","46.3","1","1","1","1","1","1","1","1"
"4","3","46.41","46.4","1","1","1","1","1","1","1","1"
"4","3","46.42","46.4","1","1","1","1","1","1","1","1"
"4","3","46.43","46.4","1","1","1","1","1","1","1","2"
"4","3","46.44","46.4","1","1","1","1","1","1","1","1"
"4","3","46.45","46.4","1","1","1","1","1","1","1","1"
"4","3","46.46","46.4","1","1","1","1","1","1","1","1"
"4","3","46.47","46.4","1","1","1","1","1","1","1","1"
"4","3","46.65","46.4","1","1","1","1","1","1","1","1"
"4","3","46.48","46.4","1","1","1","1","1","1","1","1"
"4","3","46.49","46.4","1","1","1","1","1","1","1","1"
"4","3","46.52","46.5","1","1","1","1","1","1","1","1"
"4","3","46.66","46.5","1","1","1","1","1","1","1","1"
"4","3","46.51","46.5","1","1","1","1","1","1","1","1"
"4","3","46.61","46.6","1","1","1","1","1","1","1","1"
"4","3","46.62","46.6","1","1","1","1","1","1","1","1"
"4","3","46.63","46.6","1","1","1","1","1","1","1","1"
"4","3","46.64","46.6","1","1","1","1","1","1","1","1"
"4","3","46.69","46.6","1","1","1","1","1","1","1","1"
"4","3","46.43","46.6","1","1","1","1","1","1","1","1"
"4","3","45.11","46.7","1","1","1","1","1","1","1","1"
"4","3","45.19","46.7","1","1","1","1","1","1","1","1"
"4","3","45.31","46.7","1","1","1","1","1","1","1","1"
"4","3","45.40","46.7","1","1","1","1","1","1","1","1"
"4","3","46.71","46.8","1","1","1","1","1","1","1","1"
"4","3","46.72","46.8","1","1","1","1","1","1","1","1"
"4","3","46.73","46.8","1","1","1","1","1","1","1","1"
"4","3","46.74","46.8","1","1","1","1","1","1","1","1"
"4","3","46.75","46.8","1","1","1","1","1","1","1","1"
"4","3","46.76","46.8","1","1","1","1","1","1","1","1"
"4","3","46.77","46.8","1","1","1","1","1","1","1","1"
"4","3","46.90","46.9","1","1","1","1","1","1","1","1"
"4","3","47.81","47.1","1","1","1","1","1","1","1","1"
"4","3","47.99","47.1","1","1","1","1","1","1","1","2"
"4","3","47.11","47.1","1","1","1","1","1","1","1","1"
"4","3","47.91","47.1","1","1","1","1","1","1","1","2"
"4","3","47.89","47.1","1","1","1","1","1","1","1","1"
"4","3","47.19","47.1","1","1","1","1","1","1","1","1"
"4","3","47.91","47.2","1","1","1","1","1","1","1","7"
"4","3","47.21","47.2","1","1","1","1","1","1","1","1"
"4","3","47.99","47.2","1","1","1","1","1","1","1","7"
"4","3","47.81","47.2","1","1","1","1","1","1","1","7"
"4","3","47.22","47.2","1","1","1","1","1","1","1","1"
"4","3","47.23","47.2","1","1","1","1","1","1","1","1"
"4","3","47.24","47.2","1","1","1","1","1","1","1","1"
"4","3","47.25","47.2","1","1","1","1","1","1","1","1"
"4","3","47.26","47.2","1","1","1","1","1","1","1","1"
"4","3","47.29","47.2","1","1","1","1","1","1","1","1"
"4","3","47.30","47.3","1","1","1","1","1","1","1","1"
"4","3","47.41","47.4","1","1","1","1","1","1","1","1"
"4","3","47.42","47.4","1","1","1","1","1","1","1","1"
"4","3","47.43","47.4","1","1","1","1","1","1","1","1"
"4","3","47.89","47.4","1","1","1","1","1","1","1","1"
"4","3","47.99","47.4","1","1","1","1","1","1","1","1"
"4","3","47.91","47.4","1","1","1","1","1","1","1","1"
"4","3","47.51","47.5","1","1","1","1","1","1","1","1"
"4","3","47.99","47.5","1","1","1","1","1","1","1","5"
"4","3","47.82","47.5","1","1","1","1","1","1","1","1"
"4","3","47.91","47.5","1","1","1","1","1","1","1","5"
"4","3","47.89","47.5","1","1","1","1","1","1","1","4"
"4","3","47.52","47.5","1","1","1","1","1","1","1","1"
"4","3","47.53","47.5","1","1","1","1","1","1","1","1"
"4","3","47.54","47.5","1","1","1","1","1","1","1","1"
"4","3","47.59","47.5","1","1","1","1","1","1","1","1"
"4","3","47.89","47.6","1","1","1","1","1","1","1","5"
"4","3","47.91","47.6","1","1","1","1","1","1","1","5"
"4","3","47.61","47.6","1","1","1","1","1","1","1","1"
"4","3","47.99","47.6","1","1","1","1","1","1","1","5"
"4","3","47.62","47.6","1","1","1","1","1","1","1","1"
"4","3","47.64","47.6","1","1","1","1","1","1","1","1"
"4","3","47.78","47.6","1","1","1","1","1","1","1","2"
"4","3","47.65","47.6","1","1","1","1","1","1","1","1"
"4","3","47.59","47.6","1","1","1","1","1","1","1","1"
"4","3","47.63","47.6","1","1","1","1","1","1","1","1"
"4","3","47.99","47.7","1","1","1","1","1","1","1","8"
"4","3","47.82","47.7","1","1","1","1","1","1","1","2"
"4","3","47.71","47.7","1","1","1","1","1","1","1","1"
"4","3","47.91","47.7","1","1","1","1","1","1","1","9"
"4","3","47.72","47.7","1","1","1","1","1","1","1","1"
"4","3","47.73","47.7","1","1","1","1","1","1","1","1"
"4","3","47.89","47.7","1","1","1","1","1","1","1","6"
"4","3","47.74","47.7","1","1","1","1","1","1","1","1"
"4","3","47.78","47.7","1","1","1","1","1","1","1","2"
"4","3","47.75","47.7","1","1","1","1","1","1","1","1"
"4","3","47.76","47.7","1","1","1","1","1","1","1","1"
"4","3","47.77","47.7","1","1","1","1","1","1","1","1"
"4","3","47.79","47.7","1","1","1","1","1","1","1","1"
"4","3","45.19","47.8","1","1","1","1","1","1","1","1"
"4","3","45.11","47.8","1","1","1","1","1","1","1","1"
"4","3","47.91","47.8","1","1","1","1","1","1","1","2"
"4","3","47.89","47.8","1","1","1","1","1","1","1","2"
"4","3","47.99","47.8","1","1","1","1","1","1","1","2"
"4","3","45.32","47.8","1","1","1","1","1","1","1","1"
"4","3","45.40","47.8","1","1","1","1","1","1","1","1"
"4","3","82.99","47.9","1","1","1","1","1","1","1","2"
"4","3","47.19","47.9","1","1","1","1","1","1","1","1"
"4","3","47.11","47.9","1","1","1","1","1","1","1","1"
"4","3","49.31","49.1","1","1","1","1","1","1","1","2"
"4","3","49.10","49.1","1","1","1","1","1","1","1","2"
"4","3","49.20","49.2","1","1","1","1","1","1","1","1"
"4","3","49.31","49.3","1","1","1","1","1","1","1","2"
"4","3","49.39","49.3","1","1","1","1","1","1","1","4"
"4","3","49.32","49.3","1","1","1","1","1","1","1","1"
"4","3","49.41","49.4","1","1","1","1","1","1","1","1"
"4","3","49.42","49.4","1","1","1","1","1","1","1","1"
"4","3","49.50","49.5","1","1","1","1","1","1","1","1"
"4","3","50.10","50.1","1","1","1","1","1","1","1","1"
"4","3","50.20","50.2","1","1","1","1","1","1","1","1"
"4","3","50.30","50.3","1","1","1","1","1","1","1","1"
"4","3","50.40","50.4","1","1","1","1","1","1","1","1"
"4","3","51.10","51.1","1","1","1","1","1","1","1","1"
"4","3","51.21","51.2","1","1","1","1","1","1","1","1"
"4","3","51.22","51.2","1","1","1","1","1","1","1","1"
"4","3","52.10","52.1","1","1","1","1","1","1","1","1"
